experiment_id,benchmark_name,M,instance_id,n_sys,d,state_count,state_dim,rank_tol,rank,expected_rank,rank_equals_M,lambda_min,lambda_max,gram_trace,condition_number,max_offdiag_abs,pairwise_fidelity_mean,pairwise_fidelity_max,benchmark_seed,data_seed,ensemble_seed,benchmark_internal_seed,existing_gram_rank_numeric,rank_matches_existing,state_generation,stateprep_operation,stateprep_decomposition,label_payload
exact_haar_d8,Exact Haar D8,5,0,3,8,5,8,1e-10,5,5,True,0.18027458076476804,2.064619463721944,5.0,11.452637720544585,0.560246152084532,0.10161937275537566,0.31387575092552455,20260504,20360504,20260504,1994040886,5,True,normalized_complex_gaussian,qml.StatePrep,MottonenStatePreparation,"{""nested_prefix_count"": 5}"
exact_haar_d8,Exact Haar D8,5,1,3,8,5,8,1e-10,5,5,True,0.17734331797371575,2.4063300540772543,5.0,13.568766399385282,0.5467107047148334,0.14601346973453785,0.2988925946497898,20260505,20360505,20260505,980209883,5,True,normalized_complex_gaussian,qml.StatePrep,MottonenStatePreparation,"{""nested_prefix_count"": 5}"
exact_haar_d8,Exact Haar D8,5,2,3,8,5,8,1e-10,5,5,True,0.21193355776773615,2.048020957300281,5.0,9.663504821377858,0.5146968213875729,0.0946568520431039,0.2649128179464711,20260506,20360506,20260506,768071746,5,True,normalized_complex_gaussian,qml.StatePrep,MottonenStatePreparation,"{""nested_prefix_count"": 5}"
exact_haar_d8,Exact Haar D8,5,3,3,8,5,8,1e-10,5,5,True,0.14776356604432794,2.1804652297930405,5.0,14.756446992751362,0.7762013413482715,0.12377279983461964,0.6024885223108558,20260507,20360507,20260507,1734564141,5,True,normalized_complex_gaussian,qml.StatePrep,MottonenStatePreparation,"{""nested_prefix_count"": 5}"
exact_haar_d8,Exact Haar D8,5,4,3,8,5,8,1e-10,5,5,True,0.2588027118251763,2.3421379230773476,4.999999999999999,9.049897145820808,0.5871327184613966,0.15772630828222622,0.3447248290878696,20260508,20360508,20260508,636702486,5,True,normalized_complex_gaussian,qml.StatePrep,MottonenStatePreparation,"{""nested_prefix_count"": 5}"
exact_haar_d8,Exact Haar D8,5,5,3,8,5,8,1e-10,5,5,True,0.33650658510659287,2.0651293737320695,5.0,6.136965709238387,0.5084659185300292,0.10880907557725084,0.2585375903065863,20260509,20360509,20260509,1157600670,5,True,normalized_complex_gaussian,qml.StatePrep,MottonenStatePreparation,"{""nested_prefix_count"": 5}"
exact_haar_d8,Exact Haar D8,5,6,3,8,5,8,1e-10,5,5,True,0.0760602758377008,2.4025956668807518,5.0,31.58804830010697,0.5799833457993171,0.17399613147009635,0.3363806814045702,20260510,20360510,20260510,569379569,5,True,normalized_complex_gaussian,qml.StatePrep,MottonenStatePreparation,"{""nested_prefix_count"": 5}"
exact_haar_d8,Exact Haar D8,5,7,3,8,5,8,1e-10,5,5,True,0.2140430235760124,2.2531365799110654,5.0,10.526559297602692,0.5828820413771743,0.12594428485329215,0.3397514741600219,20260511,20360511,20260511,281726802,5,True,normalized_complex_gaussian,qml.StatePrep,MottonenStatePreparation,"{""nested_prefix_count"": 5}"
exact_haar_d8,Exact Haar D8,5,8,3,8,5,8,1e-10,5,5,True,0.186825129187278,1.9331897974338277,5.0,10.347589780044801,0.43632115587720677,0.09605816956532562,0.19037615106602176,20260512,20360512,20260512,2018255730,5,True,normalized_complex_gaussian,qml.StatePrep,MottonenStatePreparation,"{""nested_prefix_count"": 5}"
exact_haar_d8,Exact Haar D8,5,9,3,8,5,8,1e-10,5,5,True,0.24381903709267747,2.4056404918119356,5.0,9.866499845529017,0.5955720422424852,0.15515486250036276,0.3547060575008845,20260513,20360513,20260513,139065776,5,True,normalized_complex_gaussian,qml.StatePrep,MottonenStatePreparation,"{""nested_prefix_count"": 5}"
